Dia;Device ID;Reservatório;Condomínio;Leituras;Nível mín (%);Nível médio (%);Nível máx (%);Leituras c/ bomba ligada
2026-06-25T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;45;63;76;21
2026-06-25T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;45;60;76;29
2026-06-25T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;48;65;71;90
2026-06-24T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;50;63;71;25
2026-06-24T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;49;62;71;23
2026-06-24T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;38;46;61;27
2026-06-24T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;42;46;64;24
2026-06-24T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;19;31;45;50
2026-06-24T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;65;76;83;21
2026-06-24T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;58;66;70;29
2026-06-24T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;54;58;66;92
2026-06-23T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;21;49;63;79;5
2026-06-23T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;53;64;68;23
2026-06-23T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;43;47;53;27
2026-06-23T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;59;64;77;24
2026-06-23T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;24;30;41;50
2026-06-23T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;61;69;83;21
2026-06-23T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;62;68;81;29
2026-06-23T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;42;57;71;92
2026-06-22T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;42;55;59;25
2026-06-22T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;41;59;73;23
2026-06-22T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;7;43;56;74;2
2026-06-22T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;59;64;80;24
2026-06-22T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;14;31;39;50
2026-06-22T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;66;70;87;21
2026-06-22T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;46;55;59;29
2026-06-22T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;48;55;59;92
2026-06-21T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;43;60;78;25
2026-06-21T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;49;63;68;23
2026-06-21T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;38;50;66;27
2026-06-21T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;40;55;70;24
2026-06-21T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;13;29;43;50
2026-06-21T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;67;72;90;21
2026-06-21T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;39;56;68;29
2026-06-21T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;43;52;59;92
2026-06-20T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;57;71;84;25
2026-06-20T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;59;74;90;23
2026-06-20T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;47;55;68;27
2026-06-20T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;61;69;85;24
2026-06-20T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;18;35;52;50
2026-06-20T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;69;73;78;21
2026-06-20T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;54;62;71;29
2026-06-20T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;41;59;63;88
2026-06-19T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;59;65;71;25
2026-06-19T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;22;50;64;80;5
2026-06-19T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;29;50;55;71;8
2026-06-19T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;60;71;86;24
2026-06-19T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;29;36;50;49
2026-06-19T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;65;78;85;21
2026-06-19T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;52;57;73;29
2026-06-19T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;39;57;64;93
2026-06-18T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;50;62;76;25
2026-06-18T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;54;67;83;23
2026-06-18T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;36;44;51;68;10
2026-06-18T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;46;57;71;24
2026-06-18T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;23;38;47;49
2026-06-18T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;63;68;77;21
2026-06-18T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;37;51;58;29
2026-06-18T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;36;54;66;90
2026-06-17T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;49;61;66;25
2026-06-17T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;56;72;79;23
2026-06-17T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;45;51;65;27
2026-06-17T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;60;67;73;24
2026-06-17T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;16;34;44;49
2026-06-17T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;68;75;82;21
2026-06-17T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;57;64;68;29
2026-06-17T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;50;58;63;88
2026-06-16T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;48;60;68;25
2026-06-16T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;56;67;84;23
2026-06-16T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;37;45;54;27
2026-06-16T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;51;58;65;24
2026-06-16T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;28;40;51;49
2026-06-16T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;56;65;76;21
2026-06-16T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;51;60;68;29
2026-06-16T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;52;57;72;89
2026-06-15T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;51;58;72;25
2026-06-15T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;56;69;84;23
2026-06-15T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;39;47;60;27
2026-06-15T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;51;67;71;24
2026-06-15T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;30;38;50;48
2026-06-15T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;54;68;82;21
2026-06-15T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;38;56;67;29
2026-06-15T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;41;55;66;92
2026-06-14T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;49;61;79;25
2026-06-14T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;51;65;81;23
2026-06-14T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;39;49;66;27
2026-06-14T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;51;65;70;24
2026-06-14T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;23;34;49;48
2026-06-14T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;46;61;68;21
2026-06-14T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;61;65;82;29
2026-06-14T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;45;61;74;90
2026-06-13T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;42;50;57;66;11
2026-06-13T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;52;65;82;23
2026-06-13T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;35;49;65;27
2026-06-13T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;58;67;74;24
2026-06-13T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;31;42;47;48
2026-06-13T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;40;42;58;73;9
2026-06-13T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;52;62;79;29
2026-06-13T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;39;51;61;93
2026-06-12T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;45;57;63;25
2026-06-12T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;66;70;87;23
2026-06-12T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;55;66;70;24
2026-06-12T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;28;41;56;48
2026-06-12T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;45;57;74;21
2026-06-12T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;54;61;69;29
2026-06-12T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;55;66;82;89
2026-06-11T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;21;47;64;69;5
2026-06-11T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;48;63;71;23
2026-06-11T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;56;73;78;24
2026-06-11T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;26;42;50;47
2026-06-11T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;53;59;67;21
2026-06-11T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;35;50;66;29
2026-06-11T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;34;43;57;92
2026-06-10T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;48;54;70;25
2026-06-10T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;55;65;78;23
2026-06-10T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;36;45;59;27
2026-06-10T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;30;62;70;86;8
2026-06-10T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;35;43;60;47
2026-06-10T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;46;52;58;21
2026-06-10T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;41;57;75;29
2026-06-10T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;33;49;65;91
2026-06-09T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;53;67;80;25
2026-06-09T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;69;74;81;23
2026-06-09T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;30;42;54;27
2026-06-09T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;56;65;74;24
2026-06-09T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;38;44;62;47
2026-06-09T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;57;69;85;21
2026-06-09T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;34;52;61;29
2026-06-09T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;41;52;59;94
2026-06-08T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;48;57;63;25
2026-06-08T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;53;61;68;23
2026-06-08T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;29;36;52;58;8
2026-06-08T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;62;66;74;24
2026-06-08T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;33;40;50;47
2026-06-08T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;52;67;78;21
2026-06-08T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;43;49;67;29
2026-06-08T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;42;53;66;90
2026-06-07T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;45;59;71;25
2026-06-07T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;59;70;87;23
2026-06-07T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;39;54;69;27
2026-06-07T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;55;66;72;24
2026-06-07T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;28;44;62;46
2026-06-07T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;67;72;77;21
2026-06-07T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;46;62;78;29
2026-06-07T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;48;58;67;93
2026-06-06T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;60;66;75;25
2026-06-06T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;53;61;75;23
2026-06-06T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;44;49;66;27
2026-06-06T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;64;68;73;24
2026-06-06T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;35;43;59;46
2026-06-06T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;56;64;71;21
2026-06-06T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;42;48;66;29
2026-06-06T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;44;60;78;88
2026-06-05T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;47;60;65;25
2026-06-05T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;49;58;71;23
2026-06-05T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;48;59;64;27
2026-06-05T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;58;71;85;24
2026-06-05T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;38;45;63;46
2026-06-05T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;47;64;80;21
2026-06-05T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;42;55;70;29
2026-06-05T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;55;61;67;93
2026-06-04T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;56;67;79;25
2026-06-04T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;42;50;64;23
2026-06-04T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;40;48;57;27
2026-06-04T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;43;56;68;24
2026-06-04T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;38;46;61;46
2026-06-04T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;44;55;59;21
2026-06-04T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;38;54;66;29
2026-06-04T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;47;63;76;92
2026-06-03T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;56;71;86;25
2026-06-03T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;42;53;71;23
2026-06-03T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;44;53;67;27
2026-06-03T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;45;63;69;24
2026-06-03T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;37;45;60;45
2026-06-03T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;57;70;79;21
2026-06-03T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;45;50;59;29
2026-06-03T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;42;60;72;88
2026-06-02T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;39;47;65;70;10
2026-06-02T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;45;56;64;23
2026-06-02T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;41;51;61;27
2026-06-02T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;48;64;74;24
2026-06-02T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;31;46;59;45
2026-06-02T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;46;58;74;21
2026-06-02T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;40;58;67;29
2026-06-02T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;64;69;81;93
2026-06-01T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;51;63;69;25
2026-06-01T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;40;54;62;23
2026-06-01T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;42;59;70;27
2026-06-01T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;44;58;72;24
2026-06-01T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;36;46;57;45
2026-06-01T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;42;58;64;21
2026-06-01T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;24;41;45;29
2026-06-01T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;51;57;63;91
2026-05-31T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;56;65;77;25
2026-05-31T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;21;52;63;81;5
2026-05-31T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;19;41;51;62;5
2026-05-31T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;44;52;62;24
2026-05-31T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;40;47;53;45
2026-05-31T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;41;55;67;21
2026-05-31T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;49;53;61;29
2026-05-31T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;48;57;73;96
2026-05-30T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;59;70;74;25
2026-05-30T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;50;60;73;23
2026-05-30T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;45;61;73;27
2026-05-30T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;53;64;71;24
2026-05-30T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;42;47;53;45
2026-05-30T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;61;69;86;21
2026-05-30T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;34;44;50;29
2026-05-30T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;56;60;69;89
2026-05-29T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;58;63;70;25
2026-05-29T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;56;62;68;23
2026-05-29T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;44;59;64;27
2026-05-29T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;39;54;66;24
2026-05-29T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;31;47;54;44
2026-05-29T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;52;58;70;21
2026-05-29T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;41;45;62;29
2026-05-29T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;39;61;66;80;36
2026-05-28T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;52;64;71;25
2026-05-28T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;43;57;73;23
2026-05-28T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;46;51;67;27
2026-05-28T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;55;67;82;24
2026-05-28T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;32;47;52;44
2026-05-28T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;53;65;81;21
2026-05-28T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;50;56;68;29
2026-05-28T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;46;62;71;93
2026-05-27T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;46;64;79;25
2026-05-27T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;29;50;60;66;7
2026-05-27T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;42;54;62;27
2026-05-27T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;50;60;77;24
2026-05-27T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;41;49;62;44
2026-05-27T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;62;66;81;21
2026-05-27T00:00:00.000Z;RES_ACAC_INF;Cisterna;Residencial Jardim das Acácias;96;46;51;56;29
2026-05-27T00:00:00.000Z;RES_VVERDE_SUP;Caixa Superior;Residencial Vista Verde;96;47;62;67;90
2026-05-26T00:00:00.000Z;RES_BVISTA_SUP;Caixa Superior;Condomínio Bela Vista;96;63;78;93;25
2026-05-26T00:00:00.000Z;RES_IPE_SUP;Caixa Superior;Condomínio Parque Ipê;96;58;66;75;23
2026-05-26T00:00:00.000Z;RES_IPE_INF;Cisterna;Condomínio Parque Ipê;96;41;51;64;27
2026-05-26T00:00:00.000Z;RES_MONTE_SUP;Caixa Superior;Edifício Monte Belo;96;38;46;62;24
2026-05-26T00:00:00.000Z;RES_MONTE_INF;Cisterna;Edifício Monte Belo;96;40;53;63;44
2026-05-26T00:00:00.000Z;RES_ACAC_SUP;Caixa Superior;Residencial Jardim das Acácias;96;55;61;72;21
